Callsign, Origin, Destination,Day
HVN55,VTBS,EGLL,2020-05-01 
CSN461,KLAX,EDDF,2020-05-01 
ISEAM,LIRF,LIRA,2020-05-01 
DLH733,RKSI,EDDF,2020-05-01 
KLM898,RKSI,EHAM,2020-05-01 
GTI5219,EHAM,VHHH,2020-05-01 
PIA701,VHHH,EGCC,2020-05-01 
AVA297,LEMD,SKMA,2020-05-01 
BOX523,VHHH,EDDP,2020-05-01 
KLM867,EHAM,RJBB,2020-05-01 
BOX595,ZGSZ,EDDP,2020-05-01 
AFR6904,LFPG,KATL,2020-05-01 
CAL061,RCTP,EDDF,2020-05-01 
EVA087,RCTP,LFPG,2020-05-01 
MSR785,ZGGG,EDDF,2020-05-01 
NJE537Q,KMIA,LSGG,2020-05-01 
KLM856,RKSI,EHAM,2020-05-01 
KLM591,EHAM,FABA,2020-05-01 
BAW28,VHHH,EGLL,2020-05-01 
CPA238,EGLL,VHHH,2020-05-01 
DLH773,VTBS,EDDF,2020-05-01 
CAL073,RCTP,EHAM,2020-05-01 
DLH727,RKSI,EDDM,2020-05-01 
BCS976,EBBR,KCVG,2020-05-01 
ETH3717,VHHH,EBLG,2020-05-01 
AJT980,EGLL,KCVG,2020-05-01 
CPA271,VHHH,EHAM,2020-05-01 
CPA289,VHHH,EDDF,2020-05-01 
KLM876,VTBS,EHAM,2020-05-01 
AZA681,SAEZ,LIRF,2020-05-01 
CPA250,EGLL,VHHH,2020-05-01 
CPA255,VHHH,EGLL,2020-05-01 
AFR6906,LFPG,KORD,2020-05-01 
ETD901,EDDF,KORD,2020-05-01 
ICV64X,KLAX,ELLX,2020-05-01 
KAL8536,EDDF,RKSI,2020-05-01 
SIA325,EDDF,WSSS,2020-05-01 
KAL9906,EDDF,RKSI,2020-05-01 
BAW55,EGLL,FABA,2020-05-01 
KAL908,EGLL,RKSI,2020-05-01 
ABD4462,LFPG,KATL,2020-05-01 
AAR794,EDDF,RKSI,2020-05-01 
CFG946,EDDF,UAAA,2020-05-01 
IBE2836,VTBS,LEMD,2020-05-01 
CKS248,EDDP,KCVG,2020-05-01 
SAZ75,KMIA,LSGG,2020-05-01 
ACA7211,EDDF,CYYZ,2020-05-01 
BCS978,EBBR,KCVG,2020-05-01 
AVA287,LEMD,SKMA,2020-05-01 
DHK923,KMIA,EBBR,2020-05-01 
EVA078,EHAM,RCTP,2020-05-01 
BAW209,EGLL,KMIA,2020-05-01 
AEA487,ZGSZ,LEMD,2020-05-01 
KAL538,EDDF,RKSI,2020-05-01 
KAL902,LFPG,RKSI,2020-05-01 
KLM895,EHAM,RKSI,2020-05-01 
KLM194,KIAH,EHAM,2020-05-01 
AZG785,EDFH,KBNA,2020-05-01 
KLM887,EHAM,VHHH,2020-05-01 
SIA346,WSSS,LSZH,2020-05-01 
ACA7201,EGLL,CYUL,2020-05-01 
WGN4400,EDDF,KORD,2020-05-01 
BOX510,EDDP,WSSS,2020-05-01 
AZA60M,KJFK,LIRF,2020-05-01 
ABW208,EHAM,OMDB,2020-05-01 
BOX578,EDDP,RKSI,2020-05-01 
CFG860,EDDF,UAAA,2020-05-01 
CFG912,EDDV,UAAA,2020-05-01 
SIA7971,EBBR,OMSJ,2020-05-01 
ICV8754,LIMC,UNNT,2020-05-01 
CFG866,EDDF,UAAA,2020-05-01 
SVR3628,UNNT,UUBW,2020-05-01 
ACA872,CYYZ,EDDF,2020-05-01 
BAW27F,EGLL,VHHH,2020-05-01 
N500XX,KBUR,EBBR,2020-05-01 
KLM48,KORD,EHAM,2020-05-01 
MPH8341,EHAM,FAOR,2020-05-01 
CMB359,KDOV,EDDP,2020-05-01 
CFG911,UAAA,EDDV,2020-05-01 
TAY802,UNNT,EBLG,2020-05-01 
DAL72,KATL,EHAM,2020-05-01 
AVA280,SKBO,LEMD,2020-05-01 
AAR790,LIMC,RKSI,2020-05-01 
DLH507,SBGR,EDDF,2020-05-01 
DLH431,KORD,EDDF,2020-05-01 
AFR459,SBGR,LFPG,2020-05-01 
